,headline,url,publisher,date,stock
238,Agilent launches new QC system for next-gen sequencing,https://seekingalpha.com/news/3447801-agilent-launches-new-qc-system-next-gen-sequencing?source=partner_benzinga,Seeking Alpha,2019-04-02 00:00:00,A
239,"Hedge Funds Have Never Been This Bullish On Xilinx, Inc.",https://www.benzinga.com/node/13455211,TalkMarkets,2019-03-29 00:00:00,A
240,"33 Firms Going Ex-Dividend Next Week, Including Comcast, JP Morgan And Cisco Systems",https://www.benzinga.com/node/13452269,TalkMarkets,2019-03-29 00:00:00,A
241,"Investor Expectations to Drive Momentum within Entercom Communications, PPL, Clean Energy ...",http://www.gurufocus.com/news/836957/investor-expectations-to-drive-momentum-within-entercom-communications-ppl-clean-energy-fuels-diamondback-energy-agilent-technologies-and-toro--discovering-underlying-factors-of-influence,GuruFocus,2019-03-25 00:00:00,A
242,Why Is Agilent (A) Up 5.3% Since Last Earnings Report?,http://www.zacks.com/stock/news/363206/why-is-agilent-a-up-53-since-last-earnings-report?cid=CS-BENZ-FT-363206,Zacks,2019-03-22 00:00:00,A
243,Agilent declares $0.164 dividend,https://seekingalpha.com/news/3444626-agilent-declares-0_164-dividend?source=partner_benzinga,Seeking Alpha,2019-03-20 00:00:00,A
244,Tencent (TCEHY) to Report Q4 Earnings: What's in the Cards?,http://www.zacks.com/stock/news/361428/tencent-tcehy-to-report-q4-earnings-whats-in-the-cards?cid=CS-BENZ-FT-361428,Zacks,2019-03-19 00:00:00,A
245,BMO likes Amgen and Gilead in premarket analyst action,https://seekingalpha.com/news/3443196-bmo-likes-amgen-gilead-premarket-analyst-action?source=partner_benzinga,Seeking Alpha,2019-03-15 00:00:00,A
246,6 Stocks Beating the Market,http://www.gurufocus.com/news/828564/6-stocks-beating-the-market,GuruFocus,2019-03-06 00:00:00,A
247,Booking Holdings (BKNG) Q4 Earnings & Revenues Beat Estimates,http://www.zacks.com/stock/news/357291/booking-holdings-bkng-q4-earnings-revenues-beat-estimates?cid=CS-BENZ-FT-357291,Zacks,2019-02-28 00:00:00,A
248,Square (SQ) Surpasses Q4 Earnings and Revenue Estimates,http://www.zacks.com/stock/news/357290/square-sq-surpasses-q4-earnings-and-revenue-estimates?cid=CS-BENZ-FT-357290,Zacks,2019-02-28 00:00:00,A
249,"Oxford Asset Management Buys Federal Street Acquisition Corp, Tesaro Inc, BHP Group PLC, Sells ...",http://www.gurufocus.com/news/824891/oxford-asset-management-buys-federal-street-acquisition-corp-tesaro-inc-bhp-group-plc-sells-envision-healthcare-corp-rockwell-collins-inc-ca-inc,GuruFocus,2019-02-27 00:00:00,A
250,Top Ranked Momentum Stocks to Buy for February 26th,http://www.zacks.com/commentary/216520/top-ranked-momentum-stocks-to-buy-for-february-26th?cid=CS-BENZ-FT-216520,Zacks,2019-02-26 00:00:00,A
251,"The Zacks Analyst Blog Highlights: McDonald's, CVS Health, Celgene, Coca-Cola and Agilent",http://www.zacks.com/stock/news/356837/the-zacks-analyst-blog-highlights-mcdonalds-cvs-health-celgene-coca-cola-and-agilent?cid=CS-BENZ-FT-356837,Zacks,2019-02-25 00:00:00,A
252,Top Ranked Momentum Stocks to Buy for February 25th,http://www.zacks.com/commentary/216160/top-ranked-momentum-stocks-to-buy-for-february-25th?cid=CS-BENZ-FT-216160,Zacks,2019-02-25 00:00:00,A
253,"Top Research Reports for McDonald's, CVS Health & Celgene",http://www.zacks.com/research-daily/215706/top-research-reports-for-mcdonalds-cvs-health-celgene?cid=CS-BENZ-FT-215706,Zacks,2019-02-22 00:00:00,A
254,Agilent (A) Upgraded to Buy: Here's Why,http://www.zacks.com/stock/news/356555/agilent-a-upgraded-to-buy-heres-why?cid=CS-BENZ-FT-356555,Zacks,2019-02-22 00:00:00,A
255,Agilent (A) Surpasses Earnings and Revenue Estimates in Q1,http://www.zacks.com/stock/news/355967/agilent-a-surpasses-earnings-and-revenue-estimates-in-q1?cid=CS-BENZ-FT-355967,Zacks,2019-02-21 00:00:00,A
256,"Agilent Technologies, Inc.'s (A) CEO Mike McMullen on Q1 2019 Results - Earnings Call Transcript",https://seekingalpha.com/article/4242742-agilent-technologies-inc-s-ceo-mike-mcmullen-q1-2019-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2019-02-20 00:00:00,A
257,Agilent Technologies Inc. 2019 Q1 - Results - Earnings Call Slides,https://seekingalpha.com/article/4242649-agilent-technologies-inc-2019-q1-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2019-02-20 00:00:00,A
258,"Agilent FQ1 non-GAAP earnings up 13%; soft guidance pressures shares, down 4% after hours",https://seekingalpha.com/news/3435290-agilent-fq1-non-gaap-earnings-13-percent-soft-guidance-pressures-shares-4-percent-hours?source=partner_benzinga,Seeking Alpha,2019-02-20 00:00:00,A
259,Thermo Fisher: Stellar Results Year After Year,https://seekingalpha.com/article/4242592-thermo-fisher-stellar-results-year-year?source=partner_benzinga,Seeking Alpha,2019-02-20 00:00:00,A
260,Fiber Optic Sensor Market - The Mastermind Behind Today's Technology,https://seekingalpha.com/article/4242449-fiber-optic-sensor-market-mastermind-behind-todays-technology?source=partner_benzinga,Seeking Alpha,2019-02-20 00:00:00,A
261,Will New Technologies Benefit Agilent (A) in Q1 Earnings?,http://www.zacks.com/stock/news/355217/will-new-technologies-benefit-agilent-a-in-q1-earnings?cid=CS-BENZ-FT-355217,Zacks,2019-02-18 00:00:00,A
262,"Spotlight On Walmart, Samsung And CAGNY (Stocks To Watch Podcast)",https://seekingalpha.com/article/4241698-spotlight-walmart-samsung-cagny-stocks-watch-podcast?source=partner_benzinga,Seeking Alpha,2019-02-17 00:00:00,A
263,"Stocks To Watch: Spotlight On Walmart, Samsung And CAGNY",https://seekingalpha.com/article/4241661-stocks-watch-spotlight-walmart-samsung-cagny?source=partner_benzinga,Seeking Alpha,2019-02-16 00:00:00,A
264,3 Things to Know About Q4 Earnings Season,http://www.zacks.com/commentary/214038/3-things-to-know-about-q4-earnings-season?cid=CS-BENZ-FT-214038,Zacks,2019-02-15 00:00:00,A
265,Agilent Technologies (A) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,http://www.zacks.com/stock/news/354358/agilent-technologies-a-earnings-expected-to-grow-what-to-know-ahead-of-next-weeks-release?cid=CS-BENZ-FT-354358,Zacks,2019-02-13 00:00:00,A
266,Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q4 2018 Update,https://seekingalpha.com/article/4238866-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q4-2018-update?source=partner_benzinga,Seeking Alpha,2019-02-07 00:00:00,A
267,Agilent Technologies: Buy For Total Return And Potential Technology Growth,https://seekingalpha.com/article/4234575-agilent-technologies-buy-total-return-potential-technology-growth?source=partner_benzinga,Seeking Alpha,2019-01-21 00:00:00,A
268,Top Five Weekend Stock Stories - Jan. 20,https://www.benzinga.com/node/13011151,TalkMarkets,2019-01-20 00:00:00,A
269,Earnings Heat Check (Stocks To Watch Podcast),https://seekingalpha.com/article/4234400-earnings-heat-check-stocks-watch-podcast?source=partner_benzinga,Seeking Alpha,2019-01-20 00:00:00,A
270,Stocks To Watch: Earnings Heat Check,https://seekingalpha.com/article/4234379-stocks-watch-earnings-heat-check?source=partner_benzinga,Seeking Alpha,2019-01-19 00:00:00,A
271,TE Connectivity (TEL) Q1 Earnings: What's in the Cards?,http://www.zacks.com/stock/news/348389/te-connectivity-tel-q1-earnings-whats-in-the-cards?cid=CS-BENZ-FT-348389,Zacks,2019-01-18 00:00:00,A
272,Will Agilent (A) Beat Estimates Again in Its Next Earnings Report?,http://www.zacks.com/stock/news/347263/will-agilent-a-beat-estimates-again-in-its-next-earnings-report?cid=CS-BENZ-FT-347263,Zacks,2019-01-14 00:00:00,A
273,Agilent Technologies Meets 80-Plus Relative Strength Rating Benchmark,http://www.investors.com/ibd-data-stories/agilent-technologies-meets-80-plus-relative-strength-rating-benchmark/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-01-09 00:00:00,A
274,Needham sees 27% upside in Thermo Fisher in today's analyst action,https://seekingalpha.com/news/3420474-needham-sees-27-percent-upside-thermo-fisher-todays-analyst-action?source=partner_benzinga,Seeking Alpha,2019-01-03 00:00:00,A
275,21 Upcoming Dividend Increases To Round Out 2018,https://seekingalpha.com/article/4229562-21-upcoming-dividend-increases-round-2018?source=partner_benzinga,Seeking Alpha,2018-12-20 00:00:00,A
276,Healthcare And Biotechnology Dashboard - Update,https://seekingalpha.com/article/4227788-healthcare-biotechnology-dashboard-update?source=partner_benzinga,Seeking Alpha,2018-12-11 00:00:00,A
277,Twist Bio down 14% on expanded Agilent complaint over alleged theft of trade secrets,https://seekingalpha.com/news/3415748-twist-bio-14-percent-expanded-agilent-complaint-alleged-theft-trade-secrets?source=partner_benzinga,Seeking Alpha,2018-12-10 00:00:00,A
278,Top 5 Buys of the Signature Select Canadian Fund,http://www.gurufocus.com/news/782697/top-5-buys-of-the-signature-select-canadian-fund,GuruFocus,2018-12-07 00:00:00,A
279,Stock Upgrades: Agilent Technologies Shows Rising Relative Strength,http://www.investors.com/ibd-data-stories/stock-upgrades-agilent-technologies-shows-rising-relative-strength/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-11-26 00:00:00,A
280,"Eyes On Cyber Monday, Argentina And Mars (Stocks To Watch Podcast)",https://seekingalpha.com/article/4224310-eyes-cyber-monday-argentina-mars-stocks-watch-podcast?source=partner_benzinga,Seeking Alpha,2018-11-25 00:00:00,A
281,"Stocks To Watch: Eyes On Cyber Monday, Argentina And Mars",https://seekingalpha.com/article/4224281-stocks-watch-eyes-cyber-monday-argentina-mars?source=partner_benzinga,Seeking Alpha,2018-11-24 00:00:00,A
282,Global Stock Markets Red on Tuesday,http://www.gurufocus.com/news/774421/global-stock-markets-red-on-tuesday,GuruFocus,2018-11-20 00:00:00,A
283,Agilent (A) Surpasses Earnings and Revenue Estimates in Q4,http://www.zacks.com/stock/news/338517/agilent-a-surpasses-earnings-and-revenue-estimates-in-q4?cid=CS-BENZ-FT-338517,Zacks,2018-11-20 00:00:00,A
284,"Morning Call For Tuesday, Nov. 20",https://www.benzinga.com/node/12730823,TalkMarkets,2018-11-20 00:00:00,A
285,Agilent Technologies (A) CEO Mike McMullen on Q4 2018 Results - Earnings Call Transcript,https://seekingalpha.com/article/4223396-agilent-technologies-ceo-mike-mcmullen-q4-2018-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2018-11-19 00:00:00,A
286,Earnings related companies tops after hour movers,https://seekingalpha.com/news/3411092-earnings-related-companies-tops-hour-movers?source=partner_benzinga,Seeking Alpha,2018-11-19 00:00:00,A
287,Agilent Technologies Inc. 2018 Q4 - Results - Earnings Call Slides,https://seekingalpha.com/article/4223350-agilent-technologies-inc-2018-q4-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2018-11-19 00:00:00,A
288,Agilent FQ4 top line up 9%; earnings up 10%,https://seekingalpha.com/news/3411037-agilent-fq4-top-line-9-percent-earnings-10-percent?source=partner_benzinga,Seeking Alpha,2018-11-19 00:00:00,A
289,"Agilent beats by $0.07, beats on revenue",https://seekingalpha.com/news/3411025-agilent-beats-0_07-beats-revenue?source=partner_benzinga,Seeking Alpha,2018-11-19 00:00:00,A
290,"Agilent (A) Hikes Quarterly Dividend, Rewards Shareholders",http://www.zacks.com/stock/news/338334/agilent-a-hikes-quarterly-dividend-rewards-shareholders?cid=CS-BENZ-FT-338334,Zacks,2018-11-19 00:00:00,A
291,Notable earnings after Monday's close,https://seekingalpha.com/news/3410733-notable-earnings-monday-s-close?source=partner_benzinga,Seeking Alpha,2018-11-18 00:00:00,A
292,Paint It Black (Stocks To Watch Podcast),https://seekingalpha.com/article/4223055-paint-black-stocks-watch-podcast?source=partner_benzinga,Seeking Alpha,2018-11-18 00:00:00,A
293,"Week In Review: CStone Pharma, A Suzhou Oncology Company, Files For Hong Kong IPO",https://www.benzinga.com/node/12720838,TalkMarkets,2018-11-17 00:00:00,A
294,Stocks To Watch: Paint It Black,https://seekingalpha.com/article/4223022-stocks-watch-paint-black?source=partner_benzinga,Seeking Alpha,2018-11-17 00:00:00,A
295,Will New Technologies Benefit Agilent (A) in Q4 Earnings?,http://www.zacks.com/stock/news/337675/will-new-technologies-benefit-agilent-a-in-q4-earnings?cid=CS-BENZ-FT-337675,Zacks,2018-11-15 00:00:00,A
296,Agilent declares $0.164 dividend,https://seekingalpha.com/news/3409669-agilent-declares-0_164-dividend?source=partner_benzinga,Seeking Alpha,2018-11-14 00:00:00,A
297,Illumina's Growth Shows No Signs of Slowing Down,http://www.gurufocus.com/news/768939/illuminas-growth-shows-no-signs-of-slowing-down,GuruFocus,2018-11-12 00:00:00,A
298,Agilent Technologies (A) Earnings Expected to Grow: Should You Buy?,http://www.zacks.com/stock/news/337026/agilent-technologies-a-earnings-expected-to-grow-should-you-buy?cid=CS-BENZ-FT-337026,Zacks,2018-11-12 00:00:00,A
299,Tracking Dan Loeb's Third Point Portfolio - Q3 2018 Update,https://seekingalpha.com/article/4221202-tracking-dan-loebs-third-point-portfolio-q3-2018-update?source=partner_benzinga,Seeking Alpha,2018-11-12 00:00:00,A
300,Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q3 2018 Update,https://seekingalpha.com/article/4221012-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q3-2018-update?source=partner_benzinga,Seeking Alpha,2018-11-11 00:00:00,A
301,Agilent launches new water quality analyzer,https://seekingalpha.com/news/3404892-agilent-launches-new-water-quality-analyzer?source=partner_benzinga,Seeking Alpha,2018-11-02 00:00:00,A
302,"Analysis: Positioning to Benefit within At Home Group, Synopsys, Agilent Technologies, AGNC ...",http://www.gurufocus.com/news/762637/analysis-positioning-to-benefit-within-at-home-group-synopsys-agilent-technologies-agnc-investment-helios-and-matheson-analytics-and-tech-data--research-highlights-growth-revenue-and-consolidated-results,GuruFocus,2018-10-31 00:00:00,A
303,"Twist Bioscience IPO - Love The Company, Hate The Price",https://seekingalpha.com/article/4215928-twist-bioscience-ipo-love-company-hate-price?source=partner_benzinga,Seeking Alpha,2018-10-30 00:00:00,A
304,"Xact Kapitalforvaltning AB Buys Broadcom Inc, SPDR S&P 5……, Qurate Retail Inc, Sells ...",http://www.gurufocus.com/news/756154/xact-kapitalforvaltning-ab-buys-broadcom-inc-spdr-sp-500-qurate-retail-inc-sells-apple-inc-microsoft-corp-amazoncom-inc,GuruFocus,2018-10-19 00:00:00,A
305,Can Automotive Strength & Acquisitions Aid AVX Q2 Earnings?,http://www.zacks.com/stock/news/329490/can-automotive-strength-acquisitions-aid-avx-q2-earnings?cid=CS-BENZ-FT-329490,Zacks,2018-10-19 00:00:00,A
306,Agilent Technologies Sees RS Rating Rise To 72,http://www.investors.com/ibd-data-stories/agilent-technologies-sees-rs-rating-rise-to-72/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-10-17 00:00:00,A
307,Agilent Technologies Enters Oversold Territory,http://www.zacks.com/stock/news/327609/agilent-technologies-enters-oversold-territory?cid=CS-BENZ-FT-327609,Zacks,2018-10-12 00:00:00,A
308,"Elm Advisors, Llc Buys Wells Fargo, Chevron Corp, Agilent Technologies Inc",http://www.gurufocus.com/news/749398/elm-advisors-llc-buys-wells-fargo-chevron-corp-agilent-technologies-inc,GuruFocus,2018-10-05 00:00:00,A
309,Agilent To Acquire ACEA Biosciences For Cell Analysis Technologies,https://seekingalpha.com/article/4209750-agilent-acquire-acea-biosciences-cell-analysis-technologies?source=partner_benzinga,Seeking Alpha,2018-10-03 00:00:00,A
310,Agilent Technologies (A): Moving Average Crossover Alert,http://www.zacks.com/stock/news/325910/agilent-technologies-a-moving-average-crossover-alert?cid=CS-BENZ-FT-325910,Zacks,2018-10-03 00:00:00,A
311,Agilent goes ex-dividend on Monday,https://seekingalpha.com/news/3393636-agilent-goes-ex-dividend-monday?source=partner_benzinga,Seeking Alpha,2018-09-28 00:00:00,A
312,"Agilent Eyes Cell Analysis Portfolio Expansion, To Buy ACEA",http://www.zacks.com/stock/news/324985/agilent-eyes-cell-analysis-portfolio-expansion-to-buy-acea?cid=CS-BENZ-FT-324985,Zacks,2018-09-26 00:00:00,A
313,IBD Rating Upgrades: Agilent Technologies Shows Improved Price Strength,http://www.investors.com/ibd-data-stories/ibd-rating-upgrades-agilent-technologies-shows-improved-price-strength/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-09-21 00:00:00,A
314,TER vs. A: Which Stock Should Value Investors Buy Now?,http://www.zacks.com/stock/news/324261/ter-vs-a-which-stock-should-value-investors-buy-now?cid=CS-BENZ-FT-324261,Zacks,2018-09-21 00:00:00,A
315,Agilent declares $0.149 dividend,https://seekingalpha.com/news/3391580-agilent-declares-0_149-dividend?source=partner_benzinga,Seeking Alpha,2018-09-19 00:00:00,A
316,Electronics Testing Equipment Outlook: Solid Demand Ahead,http://www.zacks.com/commentary/182615/electronics-testing-equipment-outlook-solid-demand-ahead?cid=CS-BENZ-FT-182615,Zacks,2018-09-18 00:00:00,A
317,Why Is Agilent (A) Up 4.9% Since Last Earnings Report?,http://www.zacks.com/stock/news/323007/why-is-agilent-a-up-49-since-last-earnings-report?cid=CS-BENZ-FT-323007,Zacks,2018-09-13 00:00:00,A
318,36 'Safer' Dividend Healthcare WallStars For September,https://seekingalpha.com/article/4205942-36-safer-dividend-healthcare-wallstars-september?source=partner_benzinga,Seeking Alpha,2018-09-12 00:00:00,A
319,Tesla: Why The Slow Demise Of The Models S And X Is A Bigger Problem Than Model 3's Production Ramp,https://seekingalpha.com/article/4202642-tesla-slow-demise-models-s-x-bigger-problem-model-3s-production-ramp?source=partner_benzinga,Seeking Alpha,2018-08-28 00:00:00,A
320,5 Tech Stocks Momentum Investors Should Buy Right Now,http://www.zacks.com/stock/news/319259/5-tech-stocks-momentum-investors-should-buy-right-now?cid=CS-BENZ-FT-319259,Zacks,2018-08-23 00:00:00,A
321,"Your Daily Pharma Scoop: Audentes's New Designation, Esmya Rejected, Agilent Approved",https://seekingalpha.com/article/4201385-daily-pharma-scoop-audentess-new-designation-esmya-rejected-agilent-approved?source=partner_benzinga,Seeking Alpha,2018-08-23 00:00:00,A
322,FDA OKs expanded use for Agilent companion diagnostic test; shares up 1%,https://seekingalpha.com/news/3384556-fda-oks-expanded-use-agilent-companion-diagnostic-test-shares-1-percent?source=partner_benzinga,Seeking Alpha,2018-08-21 00:00:00,A
323,Agilent acquires business of South Korean partner,https://seekingalpha.com/news/3383989-agilent-acquires-business-south-korean-partner?source=partner_benzinga,Seeking Alpha,2018-08-17 00:00:00,A
324,' Stocks Down on Wednesday,http://www.gurufocus.com/news/724299/3-stocks-down-on-wednesday,GuruFocus,2018-08-15 00:00:00,A
325,Agilent Technologies Inc. 2018 Q3 - Results - Earnings Call Slides,https://seekingalpha.com/article/4199502-agilent-technologies-inc-2018-q3-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2018-08-15 00:00:00,A
326,Turkey Fires Back With Tariffs (Wall Street Breakfast Podcast),https://seekingalpha.com/article/4199313-turkey-fires-back-tariffs-wall-street-breakfast-podcast?source=partner_benzinga,Seeking Alpha,2018-08-15 00:00:00,A
327,Wall Street Breakfast: Turkey Fires Back With Tariffs,https://seekingalpha.com/article/4199294-wall-street-breakfast-turkey-fires-back-tariffs?source=partner_benzinga,Seeking Alpha,2018-08-15 00:00:00,A
328,Agilent Technologies Inc. (A) CEO Michael McMullen on Q3 2018 Results - Earnings Call Transcript,https://seekingalpha.com/article/4199253-agilent-technologies-inc-ceo-michael-mcmullen-q3-2018-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2018-08-14 00:00:00,A
329,Agilent FQ3 top line up 8%; earnings up 35%; cash flow down 14%,https://seekingalpha.com/news/3382721-agilent-fq3-top-line-8-percent-earnings-35-percent-cash-flow-14-percent?source=partner_benzinga,Seeking Alpha,2018-08-14 00:00:00,A
330,"Agilent beats by $0.04, revenue in-line",https://seekingalpha.com/news/3382691-agilent-beats-0_04-revenue-line?source=partner_benzinga,Seeking Alpha,2018-08-14 00:00:00,A
331,5 Top-Ranked S&P 500 Stocks to Buy on Market Dip,http://www.zacks.com/stock/news/317874/5-top-ranked-sp-500-stocks-to-buy-on-market-dip?cid=CS-BENZ-FT-317874,Zacks,2018-08-14 00:00:00,A
332,Notable earnings after Tuesday's close,https://seekingalpha.com/news/3382025-notable-earnings-tuesday-s-close?source=partner_benzinga,Seeking Alpha,2018-08-13 00:00:00,A
333,"Turkey Ruins Week for Dow, S&P",https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-BENZ-FT-17530,Zacks,2018-08-13 00:00:00,A
334,Tracking Dan Loeb's Third Point Portfolio - Q2 2018 Update,https://seekingalpha.com/article/4198256-tracking-dan-loebs-third-point-portfolio-q2-2018-update?source=partner_benzinga,Seeking Alpha,2018-08-12 00:00:00,A
335,Stocks To Watch: Any Privacy For Tesla?,https://seekingalpha.com/article/4197968-stocks-watch-privacy-tesla?source=partner_benzinga,Seeking Alpha,2018-08-11 00:00:00,A
336,Will New Technologies Benefit Agilent (A) in Q3 Earnings?,http://www.zacks.com/stock/news/316996/will-new-technologies-benefit-agilent-a-in-q3-earnings?cid=CS-BENZ-FT-316996,Zacks,2018-08-09 00:00:00,A
337,6 Tech Stocks Poised to Smash Estimates This Earnings Season,http://www.zacks.com/stock/news/316815/6-tech-stocks-poised-to-smash-estimates-this-earnings-season?cid=CS-BENZ-FT-316815,Zacks,2018-08-08 00:00:00,A
338,Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q2 2018 Update,https://seekingalpha.com/article/4196335-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q2-2018-update?source=partner_benzinga,Seeking Alpha,2018-08-08 00:00:00,A
339,Factors Setting the Tone for Shutterfly's (SFLY) Q2 Earnings,http://www.zacks.com/stock/news/316128/factors-setting-the-tone-for-shutterflys-sfly-q2-earnings?cid=CS-BENZ-FT-316128,Zacks,2018-08-06 00:00:00,A
340,What's in Store for Booking Holdings (BKNG) in Q2 Earnings?,http://www.zacks.com/stock/news/316083/whats-in-store-for-booking-holdings-bkng-in-q2-earnings?cid=CS-BENZ-FT-316083,Zacks,2018-08-06 00:00:00,A
341,5 Health Care Stocks Gurus Are Buying,http://www.gurufocus.com/news/717447/5-health-care-stocks-gurus-are-buying,GuruFocus,2018-08-03 00:00:00,A
342,Meet The 'Safer' 35 Healthcare High Yield WallStars For July,https://seekingalpha.com/article/4193396-meet-safer-35-healthcare-high-yield-wallstars-july?source=partner_benzinga,Seeking Alpha,2018-08-01 00:00:00,A
343,Overstock (OSTK) to Report Q2 Earnings: What's in Store?,http://www.zacks.com/stock/news/314983/overstock-ostk-to-report-q2-earnings-whats-in-store?cid=CS-BENZ-FT-314983,Zacks,2018-08-01 00:00:00,A
344,New finance chief at Agilent,https://seekingalpha.com/news/3376228-new-finance-chief-agilent?source=partner_benzinga,Seeking Alpha,2018-07-31 00:00:00,A
345,Square's (SQ) Robust Portfolio is Likely to Aid Q2 Earnings,http://www.zacks.com/stock/news/314294/squares-sq-robust-portfolio-is-likely-to-aid-q2-earnings?cid=CS-BENZ-FT-314294,Zacks,2018-07-30 00:00:00,A
346,TripAdvisor (TRIP) to Report Q2 Earnings: What's in Store?,http://www.zacks.com/stock/news/314273/tripadvisor-trip-to-report-q2-earnings-whats-in-store?cid=CS-BENZ-FT-314273,Zacks,2018-07-30 00:00:00,A
347,"Will New Products, Expansion Aid GoDaddy (GDDY) Q2 Earnings?",http://www.zacks.com/stock/news/314149/will-new-products-expansion-aid-godaddy-gddy-q2-earnings?cid=CS-BENZ-FT-314149,Zacks,2018-07-30 00:00:00,A
348,Will Innovative Products Aid Fitbit's (FIT) Q2 Earnings?,http://www.zacks.com/stock/news/314147/will-innovative-products-aid-fitbits-fit-q2-earnings?cid=CS-BENZ-FT-314147,Zacks,2018-07-30 00:00:00,A
349,Fortive (FTV) Beats on Q2 Earnings & Revenue Estimates,http://www.zacks.com/stock/news/314008/fortive-ftv-beats-on-q2-earnings-revenue-estimates?cid=CS-BENZ-FT-314008,Zacks,2018-07-27 00:00:00,A
350,Square (SQ) to Report Q2 Earnings: What's in the Cards?,http://www.zacks.com/stock/news/314005/square-sq-to-report-q2-earnings-whats-in-the-cards?cid=CS-BENZ-FT-314005,Zacks,2018-07-27 00:00:00,A
351,"Recent Analysis Shows Kala Pharmaceuticals, Integer, Carnival, Coty, Sykes Enterprises, and ...",http://www.gurufocus.com/news/713442/recent-analysis-shows-kala-pharmaceuticals-integer-carnival-coty-sykes-enterprises-and-agilent-technologies-market-influences--renewed-outlook-key-drivers-of-growth,GuruFocus,2018-07-27 00:00:00,A
352,Bionano Genomics Proposes Terms For IPO,https://seekingalpha.com/article/4190215-bionano-genomics-proposes-terms-ipo?source=partner_benzinga,Seeking Alpha,2018-07-25 00:00:00,A
353,IBD Stock Of The Day: Hot Tech Stock Closes In On Buy Zone From This Powerful Pattern,http://www.investors.com/research/stock-of-the-day-keysight-buy-zone-powerful-pattern/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2018-07-25 00:00:00,A
354,Fortive (FTV) to Report Q2 Earnings: What's in the Cards?,http://www.zacks.com/stock/news/313306/fortive-ftv-to-report-q2-earnings-whats-in-the-cards?cid=CS-BENZ-FT-313306,Zacks,2018-07-25 00:00:00,A
355,What's in Store for Amphenol (APH) This Earnings Season?,http://www.zacks.com/stock/news/312756/whats-in-store-for-amphenol-aph-this-earnings-season?cid=CS-BENZ-FT-312756,Zacks,2018-07-23 00:00:00,A
356,What's in the Cards for Waters Corp (WAT) in Q2 Earnings?,http://www.zacks.com/stock/news/312716/whats-in-the-cards-for-waters-corp-wat-in-q2-earnings?cid=CS-BENZ-FT-312716,Zacks,2018-07-23 00:00:00,A
357,"Factory Mutual Insurance Co Buys Agilent Technologies Inc, Alexion Pharmaceuticals Inc, Morgan ...",http://www.gurufocus.com/news/710201/factory-mutual-insurance-co-buys-agilent-technologies-inc-alexion-pharmaceuticals-inc-morgan-stanley-sells-monsanto-co-broadcom-inc-edwards-lifesciences-corp,GuruFocus,2018-07-19 00:00:00,A
358,Is Agilent Technologies Due for a Rebound?,http://www.gurufocus.com/news/702491/is-agilent-technologies-due-for-a-rebound,GuruFocus,2018-06-29 00:00:00,A
359,Agilent Tech acquires ProZyme,https://seekingalpha.com/news/3367021-agilent-tech-acquires-prozyme?source=partner_benzinga,Seeking Alpha,2018-06-28 00:00:00,A
360,"Agilent (A) Opens Logistics Center, Expands China Foothold",http://www.zacks.com/stock/news/309535/agilent-a-opens-logistics-center-expands-china-foothold?cid=CS-BENZ-FT-309535,Zacks,2018-06-28 00:00:00,A
361,Agilent (A) Gets FDA Approval for Cervical Cancer Test Assay,http://www.zacks.com/stock/news/307833/agilent-a-gets-fda-approval-for-cervical-cancer-test-assay?cid=CS-BENZ-FT-307833,Zacks,2018-06-14 00:00:00,A
362,Agilent Technologies (A) Down 4.5% Since Earnings Report: Can It Rebound?,http://www.zacks.com/stock/news/307613/agilent-technologies-a-down-45-since-earnings-report-can-it-rebound?cid=CS-BENZ-FT-307613,Zacks,2018-06-13 00:00:00,A
363,Agilent (A) Investor Presentation - Slideshow,https://seekingalpha.com/article/4180104-agilent-investor-presentation-slideshow?source=partner_benzinga,Seeking Alpha,2018-06-07 00:00:00,A
364,"Agilent Completes AATI Acquisition, Strengthens Portfolio",http://www.zacks.com/stock/news/306259/agilent-completes-aati-acquisition-strengthens-portfolio?cid=CS-BENZ-FT-306259,Zacks,2018-06-04 00:00:00,A
